test,movieId,title,genres,imdbId,tmdbId,userId,rating,timestamp
864463,76,Screamers (1995),Action|Sci-Fi|Thriller,114367,9102,4,2,1113766115
868189,77,Nico Icon (1995),Documentary,113973,124626,1158,1,1026848390
868418,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526,19,3,849711518
869702,79,"Juror, The (1996)",Drama|Thriller,116731,9623,19,4,849711626
876043,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,112445,46785,84,3,999056112
876646,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,114660,400,19,3,849711444
880095,82,Antonia's Line (Antonia) (1995),Comedy|Drama,112379,880,56,3,1326366237
882819,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599,842,4,880372534
883436,84,Last Summer in the Hamptons (1995),Comedy|Drama,113612,188588,84,4,999057130
883603,85,Angels and Insects (1995),Drama|Romance,112365,8447,4,4,1115782362
886437,86,White Squall (1996),Action|Adventure|Drama,118158,10534,19,3,849621512
891043,87,Dunston Checks In (1996),Children|Comedy,116151,17414,182,2.5,1267013978
892155,88,Black Sheep (1996),Comedy,115697,13997,56,2.5,1274781169
898062,89,Nick of Time (1995),Action|Thriller,113972,2086,19,3,836845235
901551,90,The Journey of August King (1995),Drama,113490,61548,1109,5,857582904
901777,92,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095,117,1,856632824
904239,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,114825,12158,83,5,832443168
906422,94,Beautiful Girls (1996),Comedy|Drama|Romance,115639,9283,168,3,868044080
910805,95,Broken Arrow (1996),Action|Adventure|Thriller,115759,9208,4,4.5,1113767211
936652,96,In the Bleak Midwinter (1995),Comedy|Drama,113403,40154,239,3,992920957
937166,97,"Hate (Haine, La) (1995)",Crime|Drama,113247,406,47,3,938797394
940014,98,Shopping (1994),Action|Thriller,111173,45549,2700,3.5,1142770868
940105,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,113283,63076,47,2,949726490
940874,100,City Hall (1996),Drama|Thriller,115907,11062,4,4,1115782366
945325,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,115734,13685,91,4.5,1275404300
950278,102,Mr. Wrong (1996),Comedy,117102,47475,134,3.5,1381535764
952420,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,118040,2045,103,3,913051253
953629,104,Happy Gilmore (1996),Comedy,116483,9614,4,3,1113765671
975876,105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688,12,3,1108087146
987160,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907,1158,5,1027028907
987300,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874,22,5,1237622280
995422,108,Catwalk (1996),Documentary,112646,89333,769,3,835049120
995558,109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,113276,96357,427,0.5,1142789468
995576,110,Braveheart (1995),Action|Drama|War,112573,197,4,4.5,1113767070
